Timestamp,Age,Gender ,Have you heard about Artificial Intelligence (AI) being used in education? ,"Have you ever used any AI-based tool for your learning? (ChatGPT, Grammarly, Duolingo, recommendation systems in online courses) ","If yes, which AI tools have you used for learning purposes? (Multiple choice)",Do you believe AI can personalize your learning experience? ,Have you received personalized feedback or recommendations from an AI tool that helped improve your learning?,Do you think AI helps in improving student engagement and motivation?,What are the biggest challenges you see in using AI for personalized learning? (Multiple choice),Would you recommend the integration of AI tools in your university’s teaching and learning methods?,What features do you think would make AI easier to use?
12/3/2025 10:59:01,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Over-reliance on AI,No,"Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
12/3/2025 10:59:23,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,Maybe,"Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
12/3/2025 10:59:46,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of human interaction,Maybe,"Offline Mode Usage, Remembering Previous Data"
12/3/2025 20:41:25,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
12/3/2025 20:41:48,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,Yes,Privacy issues,No,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
12/3/2025 20:42:09,Under 20,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Privacy issues,No,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice)"
12/3/2025 20:42:30,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Lack of human interaction,Maybe,"Offline Mode Usage, Remembering Previous Data"
12/3/2025 20:42:54,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Disagree,Yes,No,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data"
12/3/2025 20:43:16,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Not sure,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
12/3/2025 20:43:35,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,No,No,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
12/3/2025 20:43:55,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,No,No,Cost and accessibility,No,"Offline Mode Usage, Remembering Previous Data"
12/3/2025 20:44:20,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
12/3/2025 20:44:42,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,No,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data, Estimating Prices or Costs"
12/3/2025 20:45:08,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
12/3/2025 20:45:31,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Over-reliance on AI,No,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
12/3/2025 20:45:56,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,No,No,Over-reliance on AI,Maybe,"Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
12/3/2025 20:46:19,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Analyzing Data to Predict Trends or Opportunities, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
12/3/2025 20:46:48,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
12/3/2025 20:47:16,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
12/3/2025 21:57:32,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Privacy issues,Maybe,"Offline Mode Usage, Remembering Previous Data"
12/3/2025 21:58:11,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Emotion Sensing, Routine and Reminder Automation"
12/3/2025 21:58:44,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
12/3/2025 21:59:24,40+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
12/3/2025 22:00:01,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Not sure,Over-reliance on AI,Maybe,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
12/3/2025 22:00:43,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
12/3/2025 22:01:35,20+,Female,Yes,Yes,"Gemini, Deepseek",Agree,Yes,Yes,Over-reliance on AI,Maybe,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
12/3/2025 22:04:54,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
12/3/2025 22:07:46,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
12/3/2025 22:08:28,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/3/2025 22:09:12,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
12/4/2025 19:42:06,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Not sure,Over-reliance on AI,Maybe,"Emotion Sensing, Routine and Reminder Automation"
12/4/2025 19:42:27,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Cost and accessibility,Maybe,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
12/4/2025 19:42:48,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data"
12/4/2025 19:43:10,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
12/4/2025 19:43:33,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
12/4/2025 19:43:56,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
12/4/2025 19:44:26,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
12/4/2025 19:44:54,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
12/4/2025 19:45:18,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
12/4/2025 19:45:46,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
12/4/2025 19:46:19,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 19:46:55,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,No,Not sure,Over-reliance on AI,Yes,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
12/4/2025 19:47:20,20+,Male,Yes,Yes,"ChatGPT, Duolingo",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
12/4/2025 19:47:40,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
12/4/2025 19:58:34,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data"
12/4/2025 19:58:57,20+,Male,Yes,Yes,"ChatGPT, Gemini",Disagree,Yes,Yes,Over-reliance on AI,Maybe,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
12/4/2025 19:59:20,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 19:59:43,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data"
12/4/2025 20:00:05,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
12/4/2025 20:00:28,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
12/4/2025 21:57:55,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
12/4/2025 21:58:16,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
12/4/2025 21:58:36,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
12/4/2025 22:02:05,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Emotion Sensing, Routine and Reminder Automation"
12/4/2025 22:02:33,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Routine and Reminder Automation"
12/4/2025 22:04:09,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Routine and Reminder Automation"
12/4/2025 22:04:31,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Routine and Reminder Automation"
12/4/2025 22:05:05,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Routine and Reminder Automation"
12/4/2025 22:05:27,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,No,Over-reliance on AI,Maybe,"Offline Mode Usage, Routine and Reminder Automation"
12/4/2025 22:06:28,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek",Neutral,Yes,Yes,Cost and accessibility,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Routine and Reminder Automation"
12/4/2025 22:06:56,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:07:24,20+,Female,Yes,Yes,"ChatGPT, Gemini",Strongly Disagree,Not sure,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Routine and Reminder Automation"
12/4/2025 22:07:46,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:08:11,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:08:57,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Routine and Reminder Automation"
12/4/2025 22:09:21,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:09:43,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:10:06,20+,Female,Yes,Yes,"ChatGPT, Gemini, Deepseek",Neutral,Yes,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Routine and Reminder Automation"
12/4/2025 22:10:30,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Routine and Reminder Automation"
12/4/2025 22:11:01,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Routine and Reminder Automation"
12/4/2025 22:11:24,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data, Estimating Prices or Costs"
12/4/2025 22:11:48,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Other",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:12:15,20+,Female,Yes,Yes,"ChatGPT, Gemini, Other",Agree,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:12:41,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Other",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Routine and Reminder Automation"
12/4/2025 22:13:25,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:13:50,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Estimating Prices or Costs"
12/4/2025 22:14:16,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Estimating Prices or Costs"
12/4/2025 22:14:37,20+,Female,Yes,Yes,"ChatGPT, Gemini, Other",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Estimating Prices or Costs"
12/4/2025 22:15:01,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
12/4/2025 22:16:24,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:16:55,20+,Female,Yes,Yes,"ChatGPT, Gemini",Disagree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
12/4/2025 22:17:15,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Not sure,Yes,Over-reliance on AI,Yes,"Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:17:38,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Estimating Prices or Costs"
12/4/2025 22:18:32,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:18:53,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:19:21,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:19:43,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:20:07,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:20:32,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:20:57,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Lack of human interaction,Maybe,"Offline Mode Usage, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:21:25,20+,Female,No,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:21:50,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:22:11,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:22:32,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,Offline Mode Usage
12/4/2025 22:22:54,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:23:46,40+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:24:14,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:24:36,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,No,"Offline Mode Usage, Remembering Previous Data"
12/4/2025 22:24:55,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:25:21,40+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:26:30,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:26:56,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Cost and accessibility,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:29:23,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:30:03,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Cost and accessibility,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:30:49,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:31:31,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:32:11,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Cost and accessibility,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:32:53,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:33:35,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Not sure,Not sure,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:34:14,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:34:53,20+,Male,Yes,Yes,"ChatGPT, Gemini",Neutral,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:35:35,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Not sure,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:36:12,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:36:51,20+,Female,Yes,Yes,"ChatGPT, Gemini",Neutral,No,No,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:40:40,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Cost and accessibility,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
12/4/2025 22:41:15,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Emotion Sensing"
12/4/2025 22:41:50,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data"
12/4/2025 22:42:23,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Emotion Sensing"
12/4/2025 22:42:56,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Cost and accessibility,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
